DOI,Title,Conference,PaperType,Year,Authors,InternalReferences,Keywords
10.1109/VISUAL.2001.964560,"Archaeological Data Visualization in VR: Analysis of Lamp Finds at the Great Temple of Petra, a Case Study",Vis,Conference paper,2001,Daniel Acevedo Feliz;Eileen Vote;David H. Laidlaw;Martha Sharp Joukowsky,,scientific visualization;archaeological data analysis;immersive virtual reality interfaces
10.1109/VISUAL.2002.1183752,Integration of measurement tools in medical 3d visualizations,Vis,Conference paper,2002,Bernhard Preim;Christian Tietjen;Wolf Spindler;Heinz-Otto Peitgen,,medical visualization;computer-assisted surgery;quantitative analysis;interaction techniques
10.1109/VISUAL.2004.99,Stream line and path line oriented topology for 2D time-dependent vector fields,Vis,Conference paper,2004,Holger Theisel;Tino Weinkauf;Hans-Christian Hege;Hans-Peter Seidel,10.1109/VISUAL.1999.809907;10.1109/VISUAL.2000.885714;10.1109/VISUAL.1993.398849;10.1109/VISUAL.1991.175773;10.1109/VISUAL.1996.567777;10.1109/VISUAL.2000.885716;10.1109/VISUAL.2001.964507;10.1109/VISUAL.2003.1250376,flow visualization;vector field topology;bifurcations;stream lines;path lines
10.1109/TVCG.2006.158,Lines of Curvature for Polyp Detection in Virtual Colonoscopy,Vis,Journal paper,2006,Lingxiao Zhao;Charl P. Botha;Javier Bescos;Roel Truyen;Frans Vos;Frits H. Post,10.1109/VISUAL.2005.1532832;10.1109/VISUAL.2000.885690;10.1109/VISUAL.2002.1183789;10.1109/VISUAL.1995.480795,medical visualization;virtual colonoscopy;polyp detection;line of curvature;implicit surface
10.1109/TVCG.2008.149,Multi-Focused Geospatial Analysis Using Probes,InfoVis,Journal paper,2008,Thomas Butkiewicz;Wenwen Dou;Zachary Wartell;William Ribarsky;Remco Chang,10.1109/INFVIS.2000.885102;10.1109/TVCG.2007.70574,multiple-view techniques;geospatial visualization;geospatial analysis;focus & context;probes
10.1109/TVCG.2008.120,Direct Volume Editing,Vis,Journal paper,2008,Kai Bürger;Jens H. Krüger;Rüdiger Westermann,10.1109/TVCG.2006.124;10.1109/VISUAL.1996.568110;10.1109/VISUAL.2003.1250384;10.1109/VISUAL.2002.1183762;10.1109/VISUAL.2002.1183777;10.1109/TVCG.2007.70555;10.1109/VISUAL.2003.1250381;10.1109/VISUAL.2000.885694;10.1109/VISUAL.2004.48;10.1109/VISUAL.2005.1532856;10.1109/VISUAL.1996.568108,volume editing;gpu;painting;carving;annotation
10.1109/TVCG.2008.145,Interactive Visual Steering - Rapid Visual Prototyping of a Common Rail Injection System,Vis,Journal paper,2008,Kresimir Matkovic;Denis Gracanin;Mario Jelovic;Helwig Hauser,10.1109/INFVIS.2004.12;10.1109/VISUAL.1998.745289;10.1109/VISUAL.2005.1532821;10.1109/INFVIS.2005.1532143;10.1109/VISUAL.2003.1250417;10.1109/VISUAL.2005.1532850,interactive computational steering;interactive visual analysis;simulation;common rail injection system
10.1109/VAST.2009.5332629,Two-stage framework for visualization of clustered high dimensional data,VAST,Conference paper,2009,Jaegul Choo;Shawn Bohn;Haesun Park,10.1109/INFVIS.2003.1249017,dimension reduction;linear discriminant analysis;principal component analysis;orthogonal centroid method;2d projection;clustered data;regularization;generalized singular value decomposition
10.1109/TVCG.2009.166,Markerless View-Independent Registration of Multiple Distorted Projectors on Extruded Surfaces Using an Uncalibrated Camera,Vis,Journal paper,2009,Behzad Sajadi;Aditi Majumder,10.1109/VISUAL.2001.964508;10.1109/VISUAL.2002.1183793;10.1109/VISUAL.1999.809883;10.1109/TVCG.2009.124;10.1109/TVCG.2007.70586,registration;calibration;multi-projector displays;tile displays
10.1109/TVCG.2009.112,A Novel Interface for Interactive Exploration of DTI fibers,Vis,Journal paper,2009,Wei Chen 0001;Zi'ang Ding;Song Zhang 0004;Anna MacKay-Brandt;Stephen Correia;Huamin Qu;John Allen Crow;David F. Tate;Zhicheng Yan;Qunsheng Peng,10.1109/TVCG.2007.70602;10.1109/TVCG.2009.141;10.1109/VISUAL.2005.1532777;10.1109/VISUAL.2003.1250413;10.1109/VISUAL.2005.1532778;10.1109/VISUAL.2005.1532779;10.1109/VISUAL.2005.1532772;10.1109/VISUAL.2003.1250379;10.1109/VISUAL.2004.30,diffusion tensor image;fibers;fiber clustering;visual interface
10.1109/TVCG.2009.170,Parameter Sensitivity Visualization for DTI fiber Tracking,Vis,Journal paper,2009,Ralph Brecheisen;Anna Vilanova;Bram Platel;Bart M. ter Haar Romeny,10.1109/TVCG.2008.147;10.1109/VISUAL.2005.1532853;10.1109/TVCG.2007.70518;10.1109/VISUAL.2005.1532778;10.1109/VISUAL.2005.1532779;10.1109/VISUAL.1996.568116;10.1109/VISUAL.1999.809894;10.1109/VISUAL.2004.30;10.1109/VISUAL.2001.964552,fiber tracking;parameter sensitivity;stopping criteria;diffusion tensor image;uncertainty visualization
10.1109/TVCG.2009.204,Volume Ray Casting with Peak finding and Differential Sampling,Vis,Journal paper,2009,Aaron Knoll;Younis Hijazi;Rolf Westerteiger;Mathias Schott;Charles D. Hansen;Hans Hagen,10.1109/VISUAL.1994.346320;10.1109/VISUAL.2003.1250384;10.1109/VISUAL.2003.1250412;10.1109/VISUAL.1998.745713;10.1109/TVCG.2006.154;10.1109/VISUAL.2000.885683;10.1109/TVCG.2006.149;10.1109/VISUAL.2001.964490;10.1109/VISUAL.2004.52;10.1109/VISUAL.1998.745300,direct volume rendering;iso-surface;ray casting;ray differentials;sampling;transfer function;pre-integration;view dependent
10.1109/TVCG.2010.166,Illustrative Stream Surfaces,Vis,Journal paper,2010,Silvia Born;Alexander Wiebel;Jan Friedrich;Gerik Scheuermann;Dirk Bartz,10.1109/VISUAL.1990.146395;10.1109/TVCG.2009.190;10.1109/TVCG.2007.70565;10.1109/VISUAL.2005.1532857;10.1109/VISUAL.1999.809905;10.1109/TVCG.2008.133;10.1109/TVCG.2009.138;10.1109/VISUAL.2001.964506;10.1109/VISUAL.2005.1532858;10.1109/VISUAL.2005.1532855;10.1109/TVCG.2008.170;10.1109/VISUAL.2004.113;10.1109/VISUAL.2003.1250376,flow visualization;stream surfaces;illustrative rendering;silhouettes;gpu technique;3d vector field data
10.1109/TVCG.2012.245,Memorability of Visual Features in Network Diagrams,InfoVis,Journal paper,2012,Kim Marriott;Helen C. Purchase;Michael Wybrow;Cagatay Goncu,10.1109/TVCG.2008.155;10.1109/TVCG.2009.109,network diagrams;graph layout;perceptual theories;visual features;diagram recall;experiment
10.1109/TVCG.2012.262,Sketchy Rendering for Information Visualization,InfoVis,Journal paper,2012,Jo Wood;Petra Isenberg;Tobias Isenberg 0001;Jason Dykes;Nadia Boukhelifa;Aidan Slingsby,10.1109/TVCG.2010.186;10.1109/TVCG.2011.175;10.1109/TVCG.2012.220;10.1109/TVCG.2011.251;10.1109/TVCG.2011.209;10.1109/TVCG.2011.255,npr;non-photorealistic rendering;sketch;hand-drawn;uncertainty;visualization
10.1109/TVCG.2012.271,Taxonomy-Based Glyph Design---with a Case Study on Visualizing Workflows of Biological Experiments,InfoVis,Journal paper,2012,Eamonn Maguire;Philippe Rocca-Serra;Susanna-Assunta Sansone;Jim Davies;Min Chen 0001,10.1109/TVCG.2006.134;10.1109/TVCG.2012.197;10.1109/TVCG.2010.132;10.1109/VISUAL.1995.485141;10.1109/INFVIS.1998.729568,glyph-based techniques;taxonomies;design methodologies;bioinformatic visualization
10.1109/TVCG.2013.133,An Information-Aware Framework for Exploring Multivariate Data Sets,SciVis,Journal paper,2013,Ayan Biswas;Soumya Dutta;Han-Wei Shen;Jonathan Woodring,10.1109/TVCG.2010.132;10.1109/TVCG.2009.120;10.1109/VISUAL.1990.146402;10.1109/TVCG.2010.131;10.1109/TVCG.2006.152;10.1109/TVCG.2008.116;10.1109/TVCG.2010.184;10.1109/INFVIS.2004.15;10.1109/TVCG.2008.160;10.1109/TVCG.2008.140;10.1109/VAST.2007.4389000;10.1109/TVCG.2011.201;10.1109/VISUAL.1995.485139;10.1109/VISUAL.2005.1532833;10.1109/TVCG.2010.182;10.1109/VISUAL.1997.663875;10.1109/VISUAL.2002.1183785,information theory;framework;iso-surface;multivariate uncertainty
10.1109/TVCG.2013.159,Fast Generation of Virtual X-ray Images for Reconstruction of 3D Anatomy,SciVis,Journal paper,2013,Moritz Ehlke;Heiko Ramm;Hans Lamecker;Hans-Christian Hege;Stefan Zachow,10.1109/VISUAL.2005.1532809;10.1109/VISUAL.2005.1532815;10.1109/TVCG.2006.110;10.1109/VISUAL.2003.1250384,digitally reconstructed radiographs;volume rendering;mesh deformation;statistical shape and intensity models;image registration;gpu acceleration
10.1109/TVCG.2013.157,Explainers: Expert Explorations with Crafted Projections,VAST,Journal paper,2013,Michael Gleicher,10.1109/VAST.2012.6400487;10.1109/VAST.2012.6400486;10.1109/TVCG.2012.277;10.1109/INFVIS.2005.1532142;10.1109/INFVIS.2004.71;10.1109/TVCG.2012.256;10.1109/VAST.2010.5652392;10.1109/VAST.2012.6400490;10.1109/TVCG.2011.220;10.1109/INFVIS.1998.729559;10.1109/VAST.2011.6102448;10.1109/TVCG.2009.153,high-dimensional space;exploration;support vector machine
10.1109/TVCG.2014.2346926,Proactive Spatiotemporal Resource Allocation and Predictive Visual Analytics for Community Policing and Law Enforcement,VAST,Journal paper,2014,Abish Malik;Ross Maciejewski;Sherry Towers;Sean McCullough;David S. Ebert,10.1109/TVCG.2013.125;10.1109/TVCG.2013.206;10.1109/VAST.2012.6400491;10.1109/VAST.2007.4389006;10.1109/TVCG.2013.200,visual analytic;natural scales;seasonal trend decomposition based on loess;law enforcement
10.1109/TVCG.2015.2467671,Beyond Weber's Law: A Second Look at Ranking Visualizations of Correlation,InfoVis,Journal paper,2015,Matthew Kay 0001;Jeffrey Heer,10.1109/TVCG.2014.2346979,weber's law;perception of correlation;log transformation;censored regression;bayesian methods
10.1109/TVCG.2016.2598608,Embedded Data Representations,InfoVis,Journal paper,2016,Wesley Willett;Yvonne Jansen;Pierre Dragicevic,10.1109/TVCG.2013.134;10.1109/INFVIS.1998.729560,augmented reality;information visualization;data physicalization;ambient displays;ubiquitous computing
10.1109/VISUAL.2001.964505,Quantitative comparative evaluation of 2D vector field visualization methods,Vis,Conference paper,2001,David H. Laidlaw;Robert Michael Kirby;J. Scott Davidson;Timothy S. Miller;Marco da Silva;William H. Warren;Michael J. Tarr,10.1109/VISUAL.1991.175773;10.1109/VISUAL.1999.809905,scientific visualization;user studies;line integral convolution;two-dimensional vector fields;streamline;iconic textures;image-guided streamlines;jittered grid icons;critical point;advection;fluid dynamics;fluid flow
10.1109/VISUAL.2001.964529,Normal bounds for subdivision-surface interference detection,Vis,Conference paper,2001,Eitan Grinspun;Peter Schröder,,subdivision surfaces;multiresolution surfaces;self-interference;gauss map;loop's scheme
10.1109/VISUAL.2002.1183786,Computing singularities of 3D vector fields with geometric algebra,Vis,Conference paper,2002,Stephen Mann;Alyn P. Rockwood,10.1109/VISUAL.1997.663858;10.1109/VISUAL.1997.663871,geometric algebra;3d vector fields;singularities
10.1109/VISUAL.2002.1183790,Comparative evaluation of visualization and experimental results using image comparison metrics,Vis,Conference paper,2002,Hualin Zhou;Min Chen 0001;Michael F. Webster,10.1109/VISUAL.1999.809873;10.1109/VISUAL.1996.568140;10.1109/VISUAL.1998.745332,scientific visualization;comparative visualization;image comparison;error metrics;human vision system;rheology
10.1109/VISUAL.2004.18,Constrained inverse volume rendering for planetary nebulae,Vis,Conference paper,2004,Marcus A. Magnor;Gordon L. Kindlmann;Charles D. Hansen,,volumetric modeling;inverse rendering;volume rendering;volume reconstruction;planetary nebulae
10.1109/VISUAL.2005.1532787,A shader-based parallel rendering framework,Vis,Conference paper,2005,Jérémie Allard;Bruno Raffin,10.1109/VISUAL.1995.480821;10.1109/VISUAL.2002.1183812,distributed rendering;shader;volume rendering
10.1109/TVCG.2006.163,Multi-Scale Banking to 45 Degrees,InfoVis,Journal paper,2006,Jeffrey Heer;Maneesh Agrawala,,information visualization;banking to 45 degrees;line chart;time-series;sparklines;graphical perception
10.1109/VAST.2006.261423,Pixnostics: Towards Measuring the Value of Visualization,VAST,Conference paper,2006,Jörn Schneidewind;Mike Sips;Daniel A. Keim,10.1109/INFVIS.2005.1532145;10.1109/INFVIS.2005.1532142;10.1109/VISUAL.2005.1532782;10.1109/VISUAL.2005.1532781;10.1109/INFVIS.2000.885092,visual data exploration;visualization technique;visual analytic
10.1109/TVCG.2006.162,Mesh Layouts for Block-Based Caches,Vis,Journal paper,2006,Sung-Eui Yoon;Peter Lindstrom,10.1109/VISUAL.2004.86;10.1109/VISUAL.2003.1250408;10.1109/VISUAL.2001.964533;10.1109/VISUAL.1996.568125;10.1109/VISUAL.2005.1532800;10.1109/VISUAL.2002.1183794,mesh and graph layouts;cache-aware and cache-oblivious layouts;metrics for cache coherence;data locality
10.1109/TVCG.2007.70597,Stochastic DT-MRI Connectivity Mapping on the GPU,Vis,Journal paper,2007,Tim McGraw;Mariappan S. Nadar,10.1109/VISUAL.2005.1532780;10.1109/TVCG.2006.134;10.1109/VISUAL.2003.1250384;10.1109/VISUAL.1998.745294;10.1109/VISUAL.1999.809886;10.1109/VISUAL.2005.1532779;10.1109/VISUAL.2005.1532777;10.1109/VISUAL.1999.809904;10.1109/TVCG.2006.151,diffusion tensor;magnetic resonance imaging;stochastic tractography
10.1109/TVCG.2007.70599,Texture-based feature tracking for effective time-varying data visualization,Vis,Journal paper,2007,Jesus J. Caban;Alark Joshi;Penny Rheingans,10.1109/VISUAL.2003.1250374;10.1109/VISUAL.2000.885694;10.1109/VISUAL.1998.745288;10.1109/VISUAL.1996.567807,feature tracking;texture-based analysis;flow visualization;time varying data;visualization
10.1109/TVCG.2008.132,Focus+Context Visualization with Distortion Minimization,Vis,Journal paper,2008,Yu-Shuen Wang;Tong-Yee Lee;Chiew-Lan Tai,10.1109/INFVIS.1997.636786;10.1109/VISUAL.2004.48;10.1109/INFVIS.1996.559215;10.1109/VISUAL.2003.1250400;10.1109/INFVIS.1996.559214;10.1109/INFVIS.1998.729558;10.1109/VISUAL.2005.1532818,focus+context visualization;magnification;bounding space
10.1109/TVCG.2009.142,Exploring the Millennium Run - Scalable Rendering of Large-Scale Cosmological Datasets,Vis,Journal paper,2009,Roland Fraedrich;Jens Schneider;Rüdiger Westermann,10.1109/VISUAL.2003.1250404;10.1109/VISUAL.2002.1183824;10.1109/VISUAL.2003.1250404;10.1109/VISUAL.2005.1532795;10.1109/VISUAL.2003.1250385;10.1109/TVCG.2006.176;10.1109/TVCG.2007.70530;10.1109/VISUAL.1997.663888;10.1109/TVCG.2007.70526;10.1109/VISUAL.2004.112;10.1109/TVCG.2006.155,particle visualization;scalability;cosmology
10.1109/TVCG.2010.197,Stacking Graphic Elements to Avoid Over-Plotting,InfoVis,Journal paper,2010,Tommy Dang;Leland Wilkinson;Anushka Anand,10.1109/INFVIS.2005.1532139;10.1109/INFVIS.2005.1532138;10.1109/TVCG.2009.131;10.1109/INFVIS.1995.528685;10.1109/VISUAL.1991.175815;10.1109/INFVIS.2005.1532122;10.1109/INFVIS.2004.68;10.1109/INFVIS.2000.885098,dot plots;parallel coordinate plot;multi-dimensional data;density-based visualization
10.1109/TVCG.2012.229,Graphical Overlays: Using Layered Elements to Aid Chart Reading,InfoVis,Journal paper,2012,Nicholas Kong;Maneesh Agrawala,10.1109/TVCG.2011.242;10.1109/VISUAL.1991.175820;10.1109/TVCG.2009.122;10.1109/TVCG.2011.183,visualization;overlays;graphical perception;graph comprehension
10.1109/TVCG.2013.184,Radial Sets: Interactive Visual Analysis of Large Overlapping Sets,InfoVis,Journal paper,2013,Bilal Alsallakh;Wolfgang Aigner;Silvia Miksch;Helwig Hauser,10.1109/TVCG.2006.160;10.1109/TVCG.2009.122;10.1109/TVCG.2008.144;10.1109/TVCG.2011.186;10.1109/INFVIS.2004.1;10.1109/TVCG.2010.210;10.1109/TVCG.2012.254;10.1109/INFVIS.2002.1173157,multi-valued attributes;set-typed data;overlapping sets;visualization technique;scalability
10.1109/VAST.2014.7042477,Feature-Driven Visual Analytics of Soccer Data,VAST,Conference paper,2014,Halldór Janetzko;Dominik Sacha;Manuel Stein;Tobias Schreck;Daniel A. Keim;Oliver Deussen,10.1109/TVCG.2012.263;10.1109/VAST.2008.4677350;10.1109/TVCG.2007.70621;10.1109/TVCG.2013.228;10.1109/TVCG.2013.193;10.1109/TVCG.2013.207;10.1109/TVCG.2013.186,visual analytic;sport analytics;soccer analysis
10.1109/TVCG.2015.2467112,"Visualization, Selection, and Analysis of Traffic Flows",InfoVis,Journal paper,2015,Roeland Scheepens;Christophe Hurter;Huub van de Wetering;Jarke J. van Wijk,10.1109/TVCG.2011.185;10.1109/TVCG.2011.261;10.1109/VISUAL.1999.809905;10.1109/VISUAL.1998.745294,moving object visualization;traffic flows;interaction
10.1109/TVCG.2015.2467621,CiteRivers: Visual Analytics of Citation Patterns,VAST,Journal paper,2015,Florian Heimerl;Qi Han 0006;Steffen Koch;Thomas Ertl,10.1109/INFVIS.2004.77;10.1109/TVCG.2015.2467757;10.1109/TVCG.2008.166;10.1109/TVCG.2013.212;10.1109/VAST.2009.5333443;10.1109/TVCG.2011.239;10.1109/TVCG.2012.252;10.1109/TVCG.2013.162;10.1109/TVCG.2012.277;10.1109/INFVIS.2004.45;10.1109/INFVIS.2005.1532150;10.1109/TVCG.2009.162;10.1109/TVCG.2009.171;10.1109/INFVIS.2005.1532122;10.1109/INFVIS.1995.528686;10.1109/TVCG.2014.2346920;10.1109/TVCG.2009.202,scientific literature;visual document analysis;visual citation analysis;streamgraph;cluster
10.1109/TVCG.2016.2598416,SemanticTraj: A New Approach to Interacting with Massive Taxi Trajectories,VAST,Journal paper,2016,Shamal Al-Dohuki;Yingyu Wu;Farah Kamw;Jing Yang;Xin Li;Ye Zhao;Xinyue Ye;Wei Chen 0001;Chao Ma;Fei Wang 0016,10.1109/TVCG.2015.2467732;10.1109/TVCG.2013.226;10.1109/VAST.2014.7042486;10.1109/VAST.2011.6102455;10.1109/TVCG.2014.2346746;10.1109/TVCG.2013.228;10.1109/VAST.2010.5652885,taxi trajectories;taxi document;textualization;name query;semantic interaction;text search engine
10.1109/TVCG.2017.2745941,The Hologram in My Hand: How Effective is Interactive Exploration of 3D Visualizations in Immersive Tangible Augmented Reality?,InfoVis,Journal paper,2017,Benjamin Bach;Ronell Sicat;Johanna Beyer;Maxime Cordeil;Hanspeter Pfister,10.1109/TVCG.2011.234;10.1109/TVCG.2012.216;10.1109/TVCG.2016.2599107;10.1109/TVCG.2008.153;10.1109/TVCG.2013.121;10.1109/TVCG.2013.134;10.1109/TVCG.2015.2467202,augmented reality;3d interaction;user studies;immersive display
10.1109/VISUAL.1997.663878,Two-phase perspective ray casting for interactive volume navigation,Vis,Conference paper,1997,Martin L. Brady;Kenneth K. Jung;H. T. Nguyen;Thinh P. Q. Nguyen,10.1109/VISUAL.1994.346340;10.1109/VISUAL.1995.485154;10.1109/VISUAL.1996.567603,volume navigation;volume rendering;3d medical imaging;scientific visualization;texture mapping
10.1109/VISUAL.1998.745289,Feature detection in linked derived spaces,Vis,Conference paper,1998,Chris Henze,10.1109/VISUAL.1996.568115;10.1109/VISUAL.1996.568121;10.1109/VISUAL.1994.346327;10.1109/VISUAL.1995.485139;10.1109/VISUAL.1991.175794;10.1109/VISUAL.1994.346302,computational fluid dynamics;feature detection;flow visualization;multi-variate visualization;brushing
10.1109/VISUAL.1999.809906,PLIC: bridging the gap between streamlines and LIC,Vis,Conference paper,1999,Vivek Verma;David L. Kao;Alex T. Pang,10.1109/VISUAL.1996.567784;10.1109/VISUAL.1997.663899;10.1109/VISUAL.1997.663898;10.1109/VISUAL.1994.346313;10.1109/VISUAL.1998.745332;10.1109/VISUAL.1998.745324;10.1109/VISUAL.1996.568116,unsteady flow;variable speed animation;jitter;texture mapping;comparative visualization
10.1109/VISUAL.2000.885688,A level-set method for flow visualization,Vis,Conference paper,2000,Rüdiger Westermann;Christopher R. Johnson 0001;Thomas Ertl,10.1109/VISUAL.1999.809865;10.1109/VISUAL.1999.809892;10.1109/VISUAL.1993.398877;10.1109/VISUAL.1992.235211;10.1109/VISUAL.1997.663912;10.1109/VISUAL.1999.809863;10.1109/VISUAL.1993.398875;10.1109/VISUAL.1993.398875;10.1109/VISUAL.1997.663898;10.1109/VISUAL.1997.663859;10.1109/VISUAL.1994.346312,flow visualization;level set;feature extraction;multiscale representation;texture mapping
10.1109/VISUAL.2002.1183792,Sea of images,Vis,Conference paper,2002,Daniel G. Aliaga;Thomas A. Funkhouser;Dimah Yanovsky;Ingrid Carlbom,10.1109/VISUAL.1995.480797,image based rendering;capture;reconstruction;interaction;walkthrough
10.1109/VAST.2006.261437,Accelerating Network Traffic Analytics Using Query-Driven Visualization,VAST,Conference paper,2006,E. Wes Bethel;Scott Campbell;Eli Dart;Kurt Stockinger;Kesheng Wu,10.1109/VISUAL.1999.809930;10.1109/VISUAL.2005.1532792,query-driven visualization;network security;data mining;visual analytic
10.1109/TVCG.2007.70596,Spatialization Design: Comparing Points and Landscapes,InfoVis,Journal paper,2007,Melanie Tory;David W. Sprague;Fuqu Wu;Wing Yan So;Tamara Munzner,10.1109/INFVIS.2004.60;10.1109/INFVIS.2004.19;10.1109/INFVIS.2002.1173146;10.1109/INFVIS.1995.528686,spatialization;information landscape;user studies;numerosity;3d;2d;colour;greyscale;surface;points
10.1109/TVCG.2007.70532,Visualizing Whole-Brain DTI Tractography with GPU-based Tuboids and LoD Management,Vis,Journal paper,2007,Vid Petrovic;James H. Fallon;Falko Kuester,10.1109/VISUAL.2002.1183799;10.1109/VISUAL.2005.1532859;10.1109/VISUAL.2004.30;10.1109/TVCG.2006.151;10.1109/VISUAL.2003.1250368;10.1109/TVCG.2006.197;10.1109/VISUAL.1996.567777,tuboids;stream tubes;interactive gpu-centric rendering;neuronal pathways
10.1109/TVCG.2007.70586,Registration Techniques for Using Imperfect and Par tially Calibrated Devices in Planar Multi-Projector Displays,Vis,Journal paper,2007,Ezekiel S. Bhasker;Ray Juang;Aditi Majumder,10.1109/VISUAL.2001.964508;10.1109/TVCG.2006.121;10.1109/VISUAL.2000.885685;10.1109/VISUAL.2002.1183793;10.1109/VISUAL.2000.885684;10.1109/VISUAL.1999.809883,geometric calibration;photometric calibration;tile displays
10.1109/TVCG.2009.181,Smooth Graphs for Visual Exploration of Higher-Order State Transitions,InfoVis,Journal paper,2009,Jorik Blaas;Charl P. Botha;Edward Grundy;Mark W. Jones;Robert S. Laramee;Frits H. Post,10.1109/INFVIS.1995.528685;10.1109/TVCG.2008.155;10.1109/TVCG.2008.135;10.1109/TVCG.2006.192;10.1109/INFVIS.2001.963281;10.1109/INFVIS.2001.963281;10.1109/TVCG.2006.147,state transition;graph drawing;time series;biological data
10.1109/TVCG.2009.152,Interactive Coordinated Multiple-View Visualization of Biomechanical Motion Data,Vis,Journal paper,2009,Daniel F. Keefe;Marcus Ewert;William Ribarsky;Remco Chang,10.1109/TVCG.2008.125;10.1109/TVCG.2007.70569;10.1109/TVCG.2008.109,scientific visualization;information visualization;coordinated & multiple views;biomechanics
10.1109/TVCG.2009.195,VisMashup: Streamlining the Creation of Custom Visualization Applications,Vis,Journal paper,2009,Emanuele Santos;Lauro Didier Lins;James P. Ahrens;Juliana Freire;Cláudio T. Silva,10.1109/TVCG.2007.70584;10.1109/VISUAL.2005.1532795;10.1109/TVCG.2007.70577,scientific visualization;data flow;visualization system
10.1109/TVCG.2011.197,Exploring Uncertainty in Geodemographics with Interactive Graphics,InfoVis,Journal paper,2011,Aidan Slingsby;Jason Dykes;Jo Wood,10.1109/INFVIS.1996.559216;10.1109/TVCG.2010.191;10.1109/TVCG.2007.70574;10.1109/TVCG.2010.186;10.1109/VISUAL.1999.809866;10.1109/TVCG.2008.165;10.1109/TVCG.2006.202;10.1109/TVCG.2007.70515;10.1109/INFVIS.2004.12,geodemographics;oac;classification;cartography;uncertainty
10.1109/TVCG.2011.162,Adaptive Extraction and Quantification of Geophysical Vortices,Vis,Journal paper,2011,Sean Williams;Mark R. Petersen;Peer-Timo Bremer;Matthew Hecht;Valerio Pascucci;James P. Ahrens;Mario Hlawitschka;Bernd Hamann,10.1109/VISUAL.1994.346327;10.1109/TVCG.2008.143;10.1109/VISUAL.1993.398877,vortex extraction;feature extraction;statistical data analysis
10.1109/TVCG.2011.203,Flow Radar Glyphs—Static Visualization of Unsteady Flow with Uncertainty,Vis,Journal paper,2011,Marcel Hlawatsch;Philipp C. Leube;Wolfgang Nowak;Daniel Weiskopf,10.1109/VISUAL.2005.1532853;10.1109/VISUAL.1993.398849;10.1109/INFVIS.2001.963273;10.1109/VISUAL.2003.1250402;10.1109/VISUAL.1996.568139;10.1109/VISUAL.2005.1532857;10.1109/VISUAL.1991.175792;10.1109/VISUAL.1995.480819;10.1109/VISUAL.1996.568116;10.1109/TVCG.2009.182,visualization;glyph;uncertainty;unsteady flow
10.1109/TVCG.2012.272,The DeepTree Exhibit: Visualizing the Tree of Life to Facilitate Informal Learning,InfoVis,Journal paper,2012,Florian Block;Michael S. Horn;Brenda Caldwell Phillips;Judy Diamond;E. Margaret Evans;Chia Shen,10.1109/INFVIS.2001.963285;10.1109/INFVIS.1997.636718;10.1109/TVCG.2009.111;10.1109/TVCG.2007.70539;10.1109/INFVIS.2002.1173153;10.1109/TVCG.2008.127;10.1109/INFVIS.2002.1173148;10.1109/TVCG.2007.70541,informal science education;collaborative learning;large tree visualizations;multi-touch interaction
10.1109/VAST.2012.6400559,"Analyst's Workspace: An embodied sensemaking environment for large, high-resolution displays",VAST,Conference paper,2012,Christopher Andrews;Chris North 0001,10.1109/TVCG.2008.121;10.1109/VAST.2008.4677362;10.1109/INFVIS.2004.27;10.1109/VAST.2008.4677358;10.1109/TVCG.2006.184;10.1109/VAST.2007.4388992;10.1109/VAST.2010.5652880;10.1109/VAST.2011.6102449;10.1109/VAST.2007.4389006;10.1109/VAST.2011.6102438;10.1109/VAST.2009.5333878,embodiment;distributed cognition;large and high-resolution display;sense making;space
10.1109/TVCG.2013.193,Space Transformation for Understanding Group Movement,VAST,Journal paper,2013,Natalia V. Andrienko;Gennady L. Andrienko;Louise Barrett;Marcus Dostie;S. Peter Henzi,10.1109/INFVIS.2005.1532142;10.1109/INFVIS.2004.27,visual analytic;movement data;collective movement
10.1109/TVCG.2016.2598468,Characterizing Guidance in Visual Analytics,VAST,Journal paper,2016,Davide Ceneda;Theresia Gschwandtner;Thorsten May;Silvia Miksch;Hans-Jörg Schulz;Marc Streit;Christian Tominski,10.1109/VISUAL.2000.885678;10.1109/TVCG.2015.2467191;10.1109/VISUAL.1990.146375;10.1109/TVCG.2014.2346260;10.1109/TVCG.2014.2346481;10.1109/INFVIS.2004.2;10.1109/TVCG.2013.120;10.1109/VISUAL.1997.663889;10.1109/TVCG.2015.2467691;10.1109/VISUAL.2002.1183803;10.1109/TVCG.2007.70589;10.1109/TVCG.2008.174;10.1109/TVCG.2014.2346482,visual analytic;guidance model;assistance;user support
10.1109/VISUAL.1998.745322,Interactive display of very large textures,Vis,Conference paper,1998,David Cline;Parris K. Egbert,,texture caching;bandwidth-limited resource;texture mapping;real-time display;interaction
10.1109/INFVIS.1999.801853,Sensemaking of evolving Web sites using visualization spreadsheets,InfoVis,Conference paper,1999,Ed H. Chi;Stuart K. Card,10.1109/INFVIS.1995.528691;10.1109/INFVIS.1995.528689;10.1109/INFVIS.1995.528686;10.1109/INFVIS.1998.729560;10.1109/VISUAL.1993.398870;10.1109/INFVIS.1995.528692,information visualization;spreadsheet;sense making;world wide web;information ecologies;log file analysis
